id,organ_id,frequency,"name","created_at","updated_at","deleted_at"
17623,NULL,1,"допълнит",NULL,NULL,NULL
17624,NULL,1,"дорзалво",NULL,NULL,NULL
17625,NULL,1,"дорзалик",NULL,NULL,NULL
17626,NULL,1,"дорзолатер",NULL,NULL,NULL
17627,NULL,1,"досегашната",NULL,NULL,NULL
17628,NULL,1,"достабпроблеми",NULL,NULL,NULL
17629,NULL,1,"достатъчно",NULL,NULL,NULL
17630,NULL,1,"дошъл",NULL,NULL,NULL
17631,NULL,1,"дпир",NULL,NULL,NULL
17632,NULL,1,"дпр",NULL,NULL,NULL
17633,NULL,1,"дпрофилактичен",NULL,NULL,NULL
17634,NULL,1,"драб",NULL,NULL,NULL
17635,NULL,1,"дразнеен",NULL,NULL,NULL
17636,NULL,1,"дразнения",NULL,NULL,NULL
17637,NULL,1,"драна",NULL,NULL,NULL
17638,NULL,1,"драооб",NULL,NULL,NULL
17639,NULL,1,"дребнозърниста",NULL,NULL,NULL
17640,NULL,1,"дребнозърнисти",NULL,NULL,NULL
17641,NULL,1,"дребнозърнистост",NULL,NULL,NULL
17642,NULL,1,"дребозърнеста",NULL,NULL,NULL
17643,NULL,1,"дрезнене",NULL,NULL,NULL
17644,NULL,1,"дренажни",NULL,NULL,NULL
17645,NULL,1,"дренажните",NULL,NULL,NULL
17646,NULL,1,"дренопетнист",NULL,NULL,NULL
17647,NULL,1,"дробвезик",NULL,NULL,NULL
17648,NULL,1,"дрс",NULL,NULL,NULL
17649,NULL,1,"другаде",NULL,NULL,NULL
17650,NULL,1,"дсвезикуларно",NULL,NULL,NULL
17651,NULL,1,"дсл",NULL,NULL,NULL
17652,NULL,1,"дсно",NULL,NULL,NULL
17653,NULL,1,"дстава",NULL,NULL,NULL
17654,NULL,1,"дсяно",NULL,NULL,NULL
17655,NULL,1,"дтрvos",NULL,NULL,NULL
17656,NULL,1,"дубаетна",NULL,NULL,NULL
17657,NULL,1,"дувстарно",NULL,NULL,NULL
17658,NULL,1,"дукталендка",NULL,NULL,NULL
17659,NULL,1,"дуоденална",NULL,NULL,NULL
17660,NULL,1,"дуоденума",NULL,NULL,NULL
17661,NULL,1,"дупки",NULL,NULL,NULL
17662,NULL,1,"дусно",NULL,NULL,NULL
17663,NULL,1,"дустранно",NULL,NULL,NULL
17664,NULL,1,"дшете",NULL,NULL,NULL
17665,NULL,1,"дъгав",NULL,NULL,NULL
17666,NULL,1,"дъгамлечни",NULL,NULL,NULL
17667,NULL,1,"дъгласово",NULL,NULL,NULL
17668,NULL,1,"дъгоа",NULL,NULL,NULL
17669,NULL,1,"дълбокасетивност",NULL,NULL,NULL
17670,NULL,1,"дълбокото",NULL,NULL,NULL
17671,NULL,1,"дълбоча",NULL,NULL,NULL
17672,NULL,1,"дълги",NULL,NULL,NULL
17673,NULL,1,"дължащи",NULL,NULL,NULL
17674,NULL,1,"дължината",NULL,NULL,NULL
17675,NULL,1,"дърд",NULL,NULL,NULL
17676,NULL,1,"дърдечна",NULL,NULL,NULL
17677,NULL,1,"дъсна",NULL,NULL,NULL
17678,NULL,1,"дъсното",NULL,NULL,NULL
17679,NULL,1,"дъха",NULL,NULL,NULL
17680,NULL,1,"дьщеря",NULL,NULL,NULL
17681,NULL,1,"дюля",NULL,NULL,NULL
17682,NULL,1,"дя",NULL,NULL,NULL
17683,NULL,1,"дялб",NULL,NULL,NULL
17684,NULL,1,"дялуголемен",NULL,NULL,NULL
17685,NULL,1,"дяното",NULL,NULL,NULL
17686,NULL,1,"дяса",NULL,NULL,NULL
17687,NULL,1,"дясан",NULL,NULL,NULL
17688,NULL,1,"дясао",NULL,NULL,NULL
17689,NULL,1,"дясво",NULL,NULL,NULL
17690,NULL,1,"дяснаб",NULL,NULL,NULL
17691,NULL,1,"дяснаото",NULL,NULL,NULL
17692,NULL,1,"дяснатa",NULL,NULL,NULL
17693,NULL,1,"дяснатагр",NULL,NULL,NULL
17694,NULL,1,"дяснва",NULL,NULL,NULL
17695,NULL,1,"дясноcor",NULL,NULL,NULL
17696,NULL,1,"дясноf",NULL,NULL,NULL
17697,NULL,1,"дяснобез",NULL,NULL,NULL
17698,NULL,1,"дясногин",NULL,NULL,NULL
17699,NULL,1,"дяснодвустр",NULL,NULL,NULL
17700,NULL,1,"дяснокорем",NULL,NULL,NULL
17701,NULL,1,"дяснопер",NULL,NULL,NULL
17702,NULL,1,"дясносукусио",NULL,NULL,NULL
17703,NULL,1,"дяснощит",NULL,NULL,NULL
17704,NULL,1,"дяста",NULL,NULL,NULL
17705,NULL,1,"еt",NULL,NULL,NULL
17706,NULL,1,"ебез",NULL,NULL,NULL
17707,NULL,1,"ев",NULL,NULL,NULL
17708,NULL,1,"евенрация",NULL,NULL,NULL
17709,NULL,1,"евентуално",NULL,NULL,NULL
17710,NULL,1,"евентуалното",NULL,NULL,NULL
17711,NULL,1,"еволюция",NULL,NULL,NULL
17712,NULL,1,"евъзрастта",NULL,NULL,NULL
17713,NULL,1,"едев",NULL,NULL,NULL
17714,NULL,1,"едеем",NULL,NULL,NULL
17715,NULL,1,"едематозна",NULL,NULL,NULL
17716,NULL,1,"единини",NULL,NULL,NULL
17717,NULL,1,"единица",NULL,NULL,NULL
17718,NULL,1,"единичи",NULL,NULL,NULL
17719,NULL,1,"единичнипръснти",NULL,NULL,NULL
17720,NULL,1,"единст",NULL,NULL,NULL
17721,NULL,1,"единствено",NULL,NULL,NULL
17722,NULL,1,"единтични",NULL,NULL,NULL
17723,NULL,1,"единчин",NULL,NULL,NULL
17724,NULL,1,"едичични",NULL,NULL,NULL
17725,NULL,1,"еднз",NULL,NULL,NULL
17726,NULL,1,"едновременно",NULL,NULL,NULL
17727,NULL,1,"еднократно",NULL,NULL,NULL
17728,NULL,1,"едностр",NULL,NULL,NULL
17729,NULL,1,"еднчини",NULL,NULL,NULL
17730,NULL,1,"едре",NULL,NULL,NULL
17731,NULL,1,"едривл",NULL,NULL,NULL
17732,NULL,1,"едривлажни",NULL,NULL,NULL
17733,NULL,1,"едроволтажен",NULL,NULL,NULL
17734,NULL,1,"едроз",NULL,NULL,NULL
17735,NULL,1,"едрозърнести",NULL,NULL,NULL
17736,NULL,1,"едрозърниста",NULL,NULL,NULL
17737,NULL,1,"едропетнист",NULL,NULL,NULL
17738,NULL,1,"ее",NULL,NULL,NULL
17739,NULL,1,"ежегодно",NULL,NULL,NULL
17740,NULL,1,"ежедневие",NULL,NULL,NULL
17741,NULL,1,"ежедневна",NULL,NULL,NULL
17742,NULL,1,"ежедневни",NULL,NULL,NULL
17743,NULL,1,"ежедневно",NULL,NULL,NULL
17744,NULL,1,"езиккорем",NULL,NULL,NULL
17745,NULL,1,"езис",NULL,NULL,NULL
17746,NULL,1,"езофагогастро",NULL,NULL,NULL
17747,NULL,1,"еик",NULL,NULL,NULL
17748,NULL,1,"еимк",NULL,NULL,NULL
17749,NULL,1,"еинични",NULL,NULL,NULL
17750,NULL,1,"еинусов",NULL,NULL,NULL
17751,NULL,1,"ейност",NULL,NULL,NULL
17752,NULL,1,"екh",NULL,NULL,NULL
17753,NULL,1,"екгверт",NULL,NULL,NULL
17754,NULL,1,"екгинд",NULL,NULL,NULL
17755,NULL,1,"екгпоказатели",NULL,NULL,NULL
17756,NULL,1,"екгхор",NULL,NULL,NULL
17757,NULL,1,"екзематозна",NULL,NULL,NULL
17758,NULL,1,"екзематозно",NULL,NULL,NULL
17759,NULL,1,"екпириум",NULL,NULL,NULL
17760,NULL,1,"ексзофталм",NULL,NULL,NULL
17761,NULL,1,"ексикирани",NULL,NULL,NULL
17762,NULL,1,"екскреция",NULL,NULL,NULL
17763,NULL,1,"експираторна",NULL,NULL,NULL
17764,NULL,1,"експираторно",NULL,NULL,NULL
17765,NULL,1,"експириумcor",NULL,NULL,NULL
17766,NULL,1,"експириумд",NULL,NULL,NULL
17767,NULL,1,"експириуме",NULL,NULL,NULL
17768,NULL,1,"експириуми",NULL,NULL,NULL
17769,NULL,1,"ексрапирамидна",NULL,NULL,NULL
17770,NULL,1,"ексспираторен",NULL,NULL,NULL
17771,NULL,1,"екстарасистоли",NULL,NULL,NULL
17772,NULL,1,"екстасистоли",NULL,NULL,NULL
17773,NULL,1,"екстрасистлия",NULL,NULL,NULL
17774,NULL,1,"екстрасистола",NULL,NULL,NULL
17775,NULL,1,"екстрасистоливезикуларно",NULL,NULL,NULL
17776,NULL,1,"екстрасистолисч",NULL,NULL,NULL
17777,NULL,1,"екстраситолия",NULL,NULL,NULL
17778,NULL,1,"екстрастистула",NULL,NULL,NULL
17779,NULL,1,"екстресистоли",NULL,NULL,NULL
17780,NULL,1,"екстрсасистолии",NULL,NULL,NULL
17781,NULL,1,"ексудатвна",NULL,NULL,NULL
17782,NULL,1,"ексудативнанаходка",NULL,NULL,NULL
17783,NULL,1,"ексфолиация",NULL,NULL,NULL
17784,NULL,1,"ексцизионна",NULL,NULL,NULL
17785,NULL,1,"ексцисива",NULL,NULL,NULL
17786,NULL,1,"ектоммия",NULL,NULL,NULL
17787,NULL,1,"елактичност",NULL,NULL,NULL
17788,NULL,1,"еластичн",NULL,NULL,NULL
17789,NULL,1,"еластично",NULL,NULL,NULL
17790,NULL,1,"еластчни",NULL,NULL,NULL
17791,NULL,1,"електр",NULL,NULL,NULL
17792,NULL,1,"елеметарни",NULL,NULL,NULL
17793,NULL,1,"елефантиаза",NULL,NULL,NULL
17794,NULL,1,"еличени",NULL,NULL,NULL
17795,NULL,1,"елрвено",NULL,NULL,NULL
17796,NULL,1,"еляво",NULL,NULL,NULL
17797,NULL,1,"емоциолно",NULL,NULL,NULL
17798,NULL,1,"емоционалено",NULL,NULL,NULL
17799,NULL,1,"емоционало",NULL,NULL,NULL
17800,NULL,1,"емоцонално",NULL,NULL,NULL
17801,NULL,1,"емфиз",NULL,NULL,NULL
17802,NULL,1,"емхизем",NULL,NULL,NULL
17803,NULL,1,"еналаприл",NULL,NULL,NULL
17804,NULL,1,"ендокринология",NULL,NULL,NULL
17805,NULL,1,"ендометрий",NULL,NULL,NULL
17806,NULL,1,"ендометриум",NULL,NULL,NULL
17807,NULL,1,"ендопротезиран",NULL,NULL,NULL
17808,NULL,1,"ендопротезирана",NULL,NULL,NULL
17809,NULL,1,"енергия",NULL,NULL,NULL
17810,NULL,1,"енергията",NULL,NULL,NULL
17811,NULL,1,"ензофталм",NULL,NULL,NULL
17812,NULL,1,"ентеростома",NULL,NULL,NULL
17813,NULL,1,"енуклеацио",NULL,NULL,NULL
17814,NULL,1,"енцефелопатия",NULL,NULL,NULL
17815,NULL,1,"еостомапулмо",NULL,NULL,NULL
17816,NULL,1,"епига",NULL,NULL,NULL
17817,NULL,1,"епигаскриума",NULL,NULL,NULL
17818,NULL,1,"епигастрhep",NULL,NULL,NULL
17819,NULL,1,"епигастрииума",NULL,NULL,NULL
17820,NULL,1,"епигастриумавяла",NULL,NULL,NULL
17821,NULL,1,"епигастриумазасилена",NULL,NULL,NULL
17822,NULL,1,"епигастриумапаравертебрална",NULL,NULL,NULL
17823,NULL,1,"епигастриумач",NULL,NULL,NULL
17824,NULL,1,"епигастриумачерен",NULL,NULL,NULL
17825,NULL,1,"епигастриумя",NULL,NULL,NULL
17826,NULL,1,"епигастрия",NULL,NULL,NULL
17827,NULL,1,"епигастрома",NULL,NULL,NULL
17828,NULL,1,"епидидимаq",NULL,NULL,NULL
17829,NULL,1,"епиз",NULL,NULL,NULL
17830,NULL,1,"епикастриума",NULL,NULL,NULL
17831,NULL,1,"епирсатлитак",NULL,NULL,NULL
17832,NULL,1,"еписклерит",NULL,NULL,NULL
17833,NULL,1,"епистаксиси",NULL,NULL,NULL
17834,NULL,1,"епитеза",NULL,NULL,NULL
17835,NULL,1,"епителизирала",NULL,NULL,NULL
17836,NULL,1,"епоигастриум",NULL,NULL,NULL
17837,NULL,1,"епуигастриума",NULL,NULL,NULL
17838,NULL,1,"еративен",NULL,NULL,NULL
17839,NULL,1,"еризипел",NULL,NULL,NULL
17840,NULL,1,"ерирана",NULL,NULL,NULL
17841,NULL,1,"ерит",NULL,NULL,NULL
17842,NULL,1,"еритематозни",NULL,NULL,NULL
17843,NULL,1,"еритемносквамозен",NULL,NULL,NULL
17844,NULL,1,"еритемовезикулозен",NULL,NULL,NULL
17845,NULL,1,"еритемоинфилтрир",NULL,NULL,NULL
17846,NULL,1,"еритемопапули",NULL,NULL,NULL
17847,NULL,1,"еритемопапулосквамозни",NULL,NULL,NULL
17848,NULL,1,"еритиемно",NULL,NULL,NULL
17849,NULL,1,"ерозивнао",NULL,NULL,NULL
17850,NULL,1,"ерозивни",NULL,NULL,NULL
17851,NULL,1,"ерозиии",NULL,NULL,NULL
17852,NULL,1,"ерупии",NULL,NULL,NULL
17853,NULL,1,"ерупцея",NULL,NULL,NULL
17854,NULL,1,"ерупции",NULL,NULL,NULL
17855,NULL,1,"ерфлоресценциис",NULL,NULL,NULL
17856,NULL,1,"есе",NULL,NULL,NULL
17857,NULL,1,"есктрасистоли",NULL,NULL,NULL
17858,NULL,1,"естеството",NULL,NULL,NULL
17859,NULL,1,"естота",NULL,NULL,NULL
17860,NULL,1,"етажа",NULL,NULL,NULL
17861,NULL,1,"етапна",NULL,NULL,NULL
17862,NULL,1,"етмоидит",NULL,NULL,NULL
17863,NULL,1,"еуаритмична",NULL,NULL,NULL
17864,NULL,1,"еутиреоидно",NULL,NULL,NULL
17865,NULL,1,"ефективен",NULL,NULL,NULL
17866,NULL,1,"ефлоресценции",NULL,NULL,NULL
17867,NULL,1,"ехitus",NULL,NULL,NULL
17868,NULL,1,"еха",NULL,NULL,NULL
17869,NULL,1,"ехмин",NULL,NULL,NULL
17870,NULL,1,"ехогенност",NULL,NULL,NULL
17871,NULL,1,"ехогр",NULL,NULL,NULL
17872,NULL,1,"ехографияа",NULL,NULL,NULL
17873,NULL,1,"ехографхски",NULL,NULL,NULL
17874,NULL,1,"ехогрлафски",NULL,NULL,NULL
17875,NULL,1,"ехок",NULL,NULL,NULL
17876,NULL,1,"ехоскопия",NULL,NULL,NULL
17877,NULL,1,"ехтрасистоли",NULL,NULL,NULL
17878,NULL,1,"ецик",NULL,NULL,NULL
17879,NULL,1,"жда",NULL,NULL,NULL
17880,NULL,1,"желев",NULL,NULL,NULL
17881,NULL,1,"желязкова",NULL,NULL,NULL
17882,NULL,1,"женско",NULL,NULL,NULL
17883,NULL,1,"жи",NULL,NULL,NULL
17884,NULL,1,"жиз",NULL,NULL,NULL
17885,NULL,1,"жизнени",NULL,NULL,NULL
17886,NULL,1,"жлбеза",NULL,NULL,NULL
17887,NULL,1,"жледа",NULL,NULL,NULL
17888,NULL,1,"жлезаpulmo",NULL,NULL,NULL
17889,NULL,1,"жлезаvod",NULL,NULL,NULL
17890,NULL,1,"жлезадвижения",NULL,NULL,NULL
17891,NULL,1,"жлезадих",NULL,NULL,NULL
17892,NULL,1,"жлезанеувеличена",NULL,NULL,NULL
17893,NULL,1,"жлезаода",NULL,NULL,NULL
17894,NULL,1,"жлезаотклонения",NULL,NULL,NULL
17895,NULL,1,"жлезассс",NULL,NULL,NULL
17896,NULL,1,"жлезачастична",NULL,NULL,NULL
17897,NULL,1,"жлезащит",NULL,NULL,NULL
17898,NULL,1,"жлезиа",NULL,NULL,NULL
17899,NULL,1,"жлезибо",NULL,NULL,NULL
17900,NULL,1,"жлезидмж",NULL,NULL,NULL
17901,NULL,1,"жлезилмж",NULL,NULL,NULL
17902,NULL,1,"жлезим",NULL,NULL,NULL
17903,NULL,1,"жлезимамектомия",NULL,NULL,NULL
17904,NULL,1,"жлезимастектомия",NULL,NULL,NULL
17905,NULL,1,"жлезистата",NULL,NULL,NULL
17906,NULL,1,"жлезицикатрикс",NULL,NULL,NULL
17907,NULL,1,"жлезяи",NULL,NULL,NULL
17908,NULL,1,"жлода",NULL,NULL,NULL
17909,NULL,1,"жобразувание",NULL,NULL,NULL
17910,NULL,1,"жоператевен",NULL,NULL,NULL
17911,NULL,1,"жпостоперационене",NULL,NULL,NULL
17912,NULL,1,"жспоко",NULL,NULL,NULL
17913,NULL,1,"жт",NULL,NULL,NULL
17914,NULL,1,"жчо",NULL,NULL,NULL
17915,NULL,1,"жълт",NULL,NULL,NULL
17916,NULL,1,"жълтентикова",NULL,NULL,NULL
17917,NULL,1,"жълтокафяви",NULL,NULL,NULL
17918,NULL,1,"жъртеникав",NULL,NULL,NULL
17919,NULL,1,"заапазен",NULL,NULL,NULL
17920,NULL,1,"заачервени",NULL,NULL,NULL
17921,NULL,1,"забелижим",NULL,NULL,NULL
17922,NULL,1,"забелязващ",NULL,NULL,NULL
17923,NULL,1,"заболяванияне",NULL,NULL,NULL
17924,NULL,1,"заболяванияхб",NULL,NULL,NULL
17925,NULL,1,"завалян",NULL,NULL,NULL
17926,NULL,1,"заваляно",NULL,NULL,NULL
17927,NULL,1,"заварен",NULL,NULL,NULL
17928,NULL,1,"завишаване",NULL,NULL,NULL
17929,NULL,1,"завишен",NULL,NULL,NULL
17930,NULL,1,"завъртане",NULL,NULL,NULL
17931,NULL,1,"завяхваща",NULL,NULL,NULL
17932,NULL,1,"завяхнали",NULL,NULL,NULL
17933,NULL,1,"заглушена",NULL,NULL,NULL
17934,NULL,1,"загорни",NULL,NULL,NULL
17935,NULL,1,"загубена",NULL,NULL,NULL
17936,NULL,1,"загуби",NULL,NULL,NULL
17937,NULL,1,"задowolitelno",NULL,NULL,NULL
17938,NULL,1,"задаване",NULL,NULL,NULL
17939,NULL,1,"задаволителнообщо",NULL,NULL,NULL
17940,NULL,1,"задад",NULL,NULL,NULL
17941,NULL,1,"зададениете",NULL,NULL,NULL
17942,NULL,1,"зададените",NULL,NULL,NULL
17943,NULL,1,"задва",NULL,NULL,NULL
17944,NULL,1,"задвата",NULL,NULL,NULL
17945,NULL,1,"задебеляване",NULL,NULL,NULL
17946,NULL,1,"задебелявания",NULL,NULL,NULL
17947,NULL,1,"задколянната",NULL,NULL,NULL
17948,NULL,1,"задните",NULL,NULL,NULL
17949,NULL,1,"задното",NULL,NULL,NULL
17950,NULL,1,"задовилетелно",NULL,NULL,NULL
17951,NULL,1,"задовоит",NULL,NULL,NULL
17952,NULL,1,"задовоително",NULL,NULL,NULL
17953,NULL,1,"задоволиелно",NULL,NULL,NULL
17954,NULL,1,"задоволителнои",NULL,NULL,NULL
17955,NULL,1,"задоволителночисто",NULL,NULL,NULL
17956,NULL,1,"задоволитечно",NULL,NULL,NULL
17957,NULL,1,"задоволитнелно",NULL,NULL,NULL
17958,NULL,1,"задоволитрелно",NULL,NULL,NULL
17959,NULL,1,"задоволтелно",NULL,NULL,NULL
17960,NULL,1,"задолително",NULL,NULL,NULL
17961,NULL,1,"задстомшната",NULL,NULL,NULL
17962,NULL,1,"задтилни",NULL,NULL,NULL
17963,NULL,1,"задухи",NULL,NULL,NULL
17964,NULL,1,"задържане",NULL,NULL,NULL
17965,NULL,1,"задъхване",NULL,NULL,NULL
17966,NULL,1,"задясна",NULL,NULL,NULL
17967,NULL,1,"заедно",NULL,NULL,NULL
17968,NULL,1,"заемаща",NULL,NULL,NULL
17969,NULL,1,"заервени",NULL,NULL,NULL
17970,NULL,1,"зажълтена",NULL,NULL,NULL
17971,NULL,1,"заза",NULL,NULL,NULL
17972,NULL,1,"зазоволително",NULL,NULL,NULL
17973,NULL,1,"закована",NULL,NULL,NULL
17974,NULL,1,"закупена",NULL,NULL,NULL
17975,NULL,1,"залавнните",NULL,NULL,NULL
17976,NULL,1,"залавно",NULL,NULL,NULL
17977,NULL,1,"залат",NULL,NULL,NULL
17978,NULL,1,"залежаване",NULL,NULL,NULL
17979,NULL,1,"залеч",NULL,NULL,NULL
17980,NULL,1,"залина",NULL,NULL,NULL
17981,NULL,1,"залющващи",NULL,NULL,NULL
17982,NULL,1,"залющваяне",NULL,NULL,NULL
17983,NULL,1,"замервено",NULL,NULL,NULL
17984,NULL,1,"заместително",NULL,NULL,NULL
17985,NULL,1,"замообслужване",NULL,NULL,NULL
17986,NULL,1,"замръзнало",NULL,NULL,NULL
17987,NULL,1,"замъгляване",NULL,NULL,NULL
17988,NULL,1,"замълено",NULL,NULL,NULL
17989,NULL,1,"запаезнассс",NULL,NULL,NULL
17990,NULL,1,"запаени",NULL,NULL,NULL
17991,NULL,1,"запазeни",NULL,NULL,NULL
17992,NULL,1,"запаздена",NULL,NULL,NULL
17993,NULL,1,"запазеа",NULL,NULL,NULL
17994,NULL,1,"запазенаv",NULL,NULL,NULL
17995,NULL,1,"запазенабез",NULL,NULL,NULL
17996,NULL,1,"запазенадесносранна",NULL,NULL,NULL
17997,NULL,1,"запазенап",NULL,NULL,NULL
17998,NULL,1,"запазенапсихичен",NULL,NULL,NULL
17999,NULL,1,"запазеначерен",NULL,NULL,NULL
18000,NULL,1,"запазениа",NULL,NULL,NULL
18001,NULL,1,"запазенизострено",NULL,NULL,NULL
18002,NULL,1,"запазениода",NULL,NULL,NULL
18003,NULL,1,"запазенипулсаций",NULL,NULL,NULL
18004,NULL,1,"запазенищитовидна",NULL,NULL,NULL
18005,NULL,1,"запазения",NULL,NULL,NULL
18006,NULL,1,"запазенкзп",NULL,NULL,NULL
18007,NULL,1,"запазенлокален",NULL,NULL,NULL
18008,NULL,1,"запазенобем",NULL,NULL,NULL
18009,NULL,1,"запазеногърди",NULL,NULL,NULL
18010,NULL,1,"запазеноневр",NULL,NULL,NULL
18011,NULL,1,"запазеност",NULL,NULL,NULL
18012,NULL,1,"запазеночени",NULL,NULL,NULL
18013,NULL,1,"запазенпростата",NULL,NULL,NULL
18014,NULL,1,"запазуени",NULL,NULL,NULL
18015,NULL,1,"запачени",NULL,NULL,NULL
18016,NULL,1,"запзено",NULL,NULL,NULL
18017,NULL,1,"заплашва",NULL,NULL,NULL
18018,NULL,1,"заплащанеи",NULL,NULL,NULL
18019,NULL,1,"запозена",NULL,NULL,NULL
18020,NULL,1,"започнали",NULL,NULL,NULL
18021,NULL,1,"започната",NULL,NULL,NULL
18022,NULL,1,"започнато",NULL,NULL,NULL
18023,NULL,1,"запреглед",NULL,NULL,NULL
18024,NULL,1,"запуише",NULL,NULL,NULL
18025,NULL,1,"запушване",NULL,NULL,NULL
18026,NULL,1,"запушена",NULL,NULL,NULL
18027,NULL,1,"запълващо",NULL,NULL,NULL
18028,NULL,1,"запясни",NULL,NULL,NULL
18029,NULL,1,"зарастващапулмо",NULL,NULL,NULL
18030,NULL,1,"зарастващо",NULL,NULL,NULL
18031,NULL,1,"заре",NULL,NULL,NULL
18032,NULL,1,"зарова",NULL,NULL,NULL
18033,NULL,1,"заруднена",NULL,NULL,NULL
18034,NULL,1,"засвибидна",NULL,NULL,NULL
18035,NULL,1,"засегвнато",NULL,NULL,NULL
18036,NULL,1,"засегнат",NULL,NULL,NULL
18037,NULL,1,"заседнал",NULL,NULL,NULL
18038,NULL,1,"засенчвания",NULL,NULL,NULL
18039,NULL,1,"засилващ",NULL,NULL,NULL
18040,NULL,1,"засичена",NULL,NULL,NULL
18041,NULL,1,"засоволително",NULL,NULL,NULL
18042,NULL,1,"заспива",NULL,NULL,NULL
18043,NULL,1,"засягаща",NULL,NULL,NULL
18044,NULL,1,"затл",NULL,NULL,NULL
18045,NULL,1,"затрудне",NULL,NULL,NULL
18046,NULL,1,"затруднениактивни",NULL,NULL,NULL
18047,NULL,1,"затруднини",NULL,NULL,NULL
18048,NULL,1,"затруднне",NULL,NULL,NULL
18049,NULL,1,"затруднрно",NULL,NULL,NULL
18050,NULL,1,"затруфнрно",NULL,NULL,NULL
18051,NULL,1,"захарен",NULL,NULL,NULL
18052,NULL,1,"зацапан",NULL,NULL,NULL
18053,NULL,1,"зацапани",NULL,NULL,NULL
18054,NULL,1,"зацапващо",NULL,NULL,NULL
18055,NULL,1,"зачелвен",NULL,NULL,NULL
18056,NULL,1,"зачелвяване",NULL,NULL,NULL
18057,NULL,1,"зачерввяване",NULL,NULL,NULL
18058,NULL,1,"зачервеначмн",NULL,NULL,NULL
18059,NULL,1,"зачервеноезик",NULL,NULL,NULL
18060,NULL,1,"зачервеноподбедрици",NULL,NULL,NULL
18061,NULL,1,"зачервмяване",NULL,NULL,NULL
18062,NULL,1,"зачервно",NULL,NULL,NULL
18063,NULL,1,"зачервяваване",NULL,NULL,NULL
18064,NULL,1,"зачервявяне",NULL,NULL,NULL
18065,NULL,1,"зачермвено",NULL,NULL,NULL
18066,NULL,1,"зачирвени",NULL,NULL,NULL
18067,NULL,1,"зачрвени",NULL,NULL,NULL
18068,NULL,1,"зачрвено",NULL,NULL,NULL
18069,NULL,1,"зброя",NULL,NULL,NULL
18070,NULL,1,"звер",NULL,NULL,NULL
18071,NULL,1,"звертижен",NULL,NULL,NULL
18072,NULL,1,"звижения",NULL,NULL,NULL
18073,NULL,1,"згъвка",NULL,NULL,NULL
18074,NULL,1,"зданни",NULL,NULL,NULL
18075,NULL,1,"здвата",NULL,NULL,NULL
18076,NULL,1,"здравa",NULL,NULL,NULL
18077,NULL,1,"здраваvod",NULL,NULL,NULL
18078,NULL,1,"здравата",NULL,NULL,NULL
18079,NULL,1,"здравна",NULL,NULL,NULL
18080,NULL,1,"здравно",NULL,NULL,NULL
18081,NULL,1,"здравното",NULL,NULL,NULL
18082,NULL,1,"здрение",NULL,NULL,NULL
18083,NULL,1,"зе",NULL,NULL,NULL
18084,NULL,1,"зедух",NULL,NULL,NULL
18085,NULL,1,"зелекав",NULL,NULL,NULL
18086,NULL,1,"землист",NULL,NULL,NULL
18087,NULL,1,"землиста",NULL,NULL,NULL
18088,NULL,1,"зен",NULL,NULL,NULL
18089,NULL,1,"зеницата",NULL,NULL,NULL
18090,NULL,1,"зеницид",NULL,NULL,NULL
18091,NULL,1,"зернистост",NULL,NULL,NULL
18092,NULL,1,"зетя",NULL,NULL,NULL
18093,NULL,1,"зздравял",NULL,NULL,NULL
18094,NULL,1,"зии",NULL,NULL,NULL
18095,NULL,1,"зилно",NULL,NULL,NULL
18096,NULL,1,"зия",NULL,NULL,NULL
18097,NULL,1,"злокач",NULL,NULL,NULL
18098,NULL,1,"злокачествано",NULL,NULL,NULL
18099,NULL,1,"злоупотребява",NULL,NULL,NULL
18100,NULL,1,"зм",NULL,NULL,NULL
18101,NULL,1,"змиевидно",NULL,NULL,NULL
18102,NULL,1,"зможно",NULL,NULL,NULL
18103,NULL,1,"зн",NULL,NULL,NULL
18104,NULL,1,"зомета",NULL,NULL,NULL
18105,NULL,1,"зонифункционален",NULL,NULL,NULL
18106,NULL,1,"зопазено",NULL,NULL,NULL
18107,NULL,1,"зотруднена",NULL,NULL,NULL
18108,NULL,1,"зпазена",NULL,NULL,NULL
18109,NULL,1,"зпезен",NULL,NULL,NULL
18110,NULL,1,"зпулмо",NULL,NULL,NULL
18111,NULL,1,"зренеи",NULL,NULL,NULL
18112,NULL,1,"зрени",NULL,NULL,NULL
18113,NULL,1,"зрениеpulmo",NULL,NULL,NULL
18114,NULL,1,"зрениебе",NULL,NULL,NULL
18115,NULL,1,"зрениеислухб",NULL,NULL,NULL
18116,NULL,1,"зрениеотслаб",NULL,NULL,NULL
18117,NULL,1,"зрениепростатазлокач",NULL,NULL,NULL
18118,NULL,1,"зри",NULL,NULL,NULL
18119,NULL,1,"зрителния",NULL,NULL,NULL
18120,NULL,1,"зрното",NULL,NULL,NULL
18121,NULL,1,"зрящо",NULL,NULL,NULL
18122,NULL,1,"зстойни",NULL,NULL,NULL
18123,NULL,1,"зтопляне",NULL,NULL,NULL
18124,NULL,1,"зувредено",NULL,NULL,NULL
18125,NULL,1,"зум",NULL,NULL,NULL
18126,NULL,1,"зъб",NULL,NULL,NULL
18127,NULL,1,"зъбчзтото",NULL,NULL,NULL
18128,NULL,1,"зърнеста",NULL,NULL,NULL
